"Date Wise Prices for Specified Commodity on April, 2025 for Commodity : Tomato, State/UT : Telangana"
"Commodity : Tomato, State/UT : Telangana"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
01/04/2025,267.0,Deshi,300.0,1000.0,600.0
02/04/2025,280.0,Deshi,200.0,1000.0,400.0
03/04/2025,224.5,Deshi,200.0,800.0,600.0
04/04/2025,107.7,Deshi,400.0,1200.0,600.0
05/04/2025,212.6,Deshi,400.0,1200.0,600.0
06/04/2025,293.2,Deshi,400.0,1200.0,600.0
07/04/2025,247.2,Deshi,200.0,800.0,500.0
08/04/2025,211.6,Deshi,600.0,1000.0,800.0
09/04/2025,198.6,Deshi,400.0,1200.0,800.0
10/04/2025,182.8,Deshi,400.0,1000.0,700.0
11/04/2025,190.5,Deshi,600.0,1200.0,800.0
12/04/2025,262.9,Deshi,400.0,1200.0,800.0
13/04/2025,277.0,Deshi,300.0,1200.0,700.0
14/04/2025,173.5,Deshi,400.0,1200.0,700.0
15/04/2025,206.2,Deshi,600.0,1400.0,700.0
16/04/2025,206.8,Deshi,400.0,1400.0,700.0
17/04/2025,224.8,Deshi,400.0,1400.0,700.0
18/04/2025,185.7,Deshi,400.0,1400.0,700.0
19/04/2025,178.2,Deshi,400.0,1200.0,700.0
20/04/2025,226.6,Deshi,400.0,1200.0,700.0
21/04/2025,182.1,Deshi,400.0,1200.0,700.0
22/04/2025,163.2,Deshi,400.0,1200.0,600.0
23/04/2025,203.0,Deshi,400.0,1200.0,700.0
24/04/2025,219.8,Deshi,400.0,1200.0,700.0
25/04/2025,236.2,Deshi,400.0,1200.0,700.0
26/04/2025,207.6,Deshi,300.0,1200.0,700.0
28/04/2025,250.3,Deshi,400.0,1200.0,700.0
29/04/2025,238.0,Deshi,400.0,1200.0,700.0
30/04/2025,285.3,Deshi,400.0,1200.0,700.0
Market Name : Ibrahimpatnam APMC
01/04/2025,5.0,Deshi,600.0,1000.0,800.0
02/04/2025,5.0,Deshi,800.0,1500.0,1200.0
03/04/2025,4.0,Deshi,600.0,1500.0,1000.0
04/04/2025,5.0,Deshi,400.0,1000.0,800.0
08/04/2025,4.0,Deshi,600.0,1000.0,800.0
11/04/2025,5.0,Deshi,800.0,1500.0,1200.0
12/04/2025,5.0,Deshi,800.0,1500.0,1200.0
27/04/2025,4.0,Deshi,600.0,1500.0,1000.0
Market Name : Kalwakurthy APMC
02/04/2025,5.0,Local,200.0,600.0,400.0
03/04/2025,4.0,Local,200.0,400.0,300.0
08/04/2025,3.4,Local,400.0,1000.0,700.0
09/04/2025,4.2,Local,300.0,800.0,550.0
10/04/2025,5.6,Local,300.0,600.0,450.0
11/04/2025,3.4,Local,400.0,1000.0,700.0
12/04/2025,2.7,Local,500.0,1000.0,750.0
13/04/2025,4.5,Local,600.0,1000.0,800.0
14/04/2025,4.4,Local,500.0,800.0,650.0
15/04/2025,3.5,Local,400.0,600.0,500.0
16/04/2025,3.7,Local,400.0,800.0,600.0
17/04/2025,3.5,Local,400.0,800.0,600.0
23/04/2025,4.5,Local,300.0,600.0,450.0
24/04/2025,4.4,Local,400.0,700.0,550.0
25/04/2025,3.4,Local,300.0,800.0,550.0
26/04/2025,2.6,Local,500.0,800.0,650.0
28/04/2025,5.3,Local,400.0,600.0,500.0
29/04/2025,3.6,Local,400.0,600.0,500.0
Market Name : Karimnagar Rythu Bazar APMC
11/04/2025,2.4,Deshi,1000.0,1500.0,1200.0
Market Name : Khammam APMC
01/04/2025,250.0,Local,900.0,1300.0,900.0
02/04/2025,290.0,Local,800.0,1200.0,800.0
05/04/2025,210.0,Local,1000.0,1400.0,1000.0
06/04/2025,350.0,Local,900.0,1500.0,900.0
07/04/2025,350.0,Local,1200.0,1500.0,1200.0
12/04/2025,360.0,Local,1000.0,1400.0,1000.0
14/04/2025,350.0,Local,1200.0,1400.0,1200.0
18/04/2025,380.0,Local,1200.0,1400.0,1200.0
19/04/2025,380.0,Local,1200.0,1400.0,1200.0
20/04/2025,200.0,Local,1100.0,1400.0,1100.0
26/04/2025,390.0,Local,1000.0,1200.0,1000.0
27/04/2025,250.0,Local,1000.0,1200.0,1000.0
28/04/2025,410.0,Local,1200.0,1400.0,1200.0
Market Name : Kukatpally Rythu Bazar APMC
03/04/2025,14.6,Deshi,1300.0,1300.0,1300.0
04/04/2025,15.1,Deshi,1100.0,1100.0,1100.0
07/04/2025,14.3,Deshi,1300.0,1300.0,1300.0
08/04/2025,13.9,Deshi,1300.0,1300.0,1300.0
12/04/2025,14.6,Deshi,1500.0,1500.0,1500.0
15/04/2025,12.0,Deshi,1500.0,1500.0,1500.0
17/04/2025,13.9,Deshi,1500.0,1500.0,1500.0
18/04/2025,13.9,Deshi,1300.0,1300.0,1300.0
19/04/2025,14.6,Deshi,1500.0,1500.0,1500.0
20/04/2025,15.1,Deshi,1300.0,1300.0,1300.0
21/04/2025,13.3,Deshi,1500.0,1500.0,1500.0
22/04/2025,14.6,Deshi,1500.0,1500.0,1500.0
24/04/2025,14.0,Deshi,1500.0,1500.0,1500.0
25/04/2025,14.6,Deshi,1300.0,1300.0,1300.0
26/04/2025,16.2,Deshi,1500.0,1500.0,1500.0
28/04/2025,13.2,Deshi,1500.0,1500.0,1500.0
Market Name : L B Nagar APMC
01/04/2025,64.3,Deshi,400.0,800.0,600.0
02/04/2025,68.2,Deshi,400.0,800.0,600.0
03/04/2025,47.5,Deshi,300.0,500.0,400.0
04/04/2025,44.0,Deshi,300.0,500.0,400.0
05/04/2025,39.0,Deshi,300.0,500.0,400.0
06/04/2025,44.3,Deshi,400.0,800.0,600.0
07/04/2025,35.3,Deshi,500.0,1000.0,800.0
08/04/2025,46.6,Deshi,400.0,800.0,600.0
09/04/2025,50.7,Deshi,600.0,1000.0,800.0
10/04/2025,45.8,Deshi,800.0,1200.0,1000.0
11/04/2025,45.6,Deshi,600.0,1000.0,800.0
12/04/2025,58.0,Deshi,800.0,1200.0,1000.0
13/04/2025,64.7,Deshi,800.0,1200.0,1000.0
14/04/2025,45.4,Deshi,800.0,1200.0,1000.0
15/04/2025,41.0,Deshi,800.0,1200.0,1000.0
16/04/2025,60.2,Deshi,800.0,1200.0,1000.0
17/04/2025,49.1,Deshi,800.0,1200.0,1000.0
18/04/2025,60.8,Deshi,600.0,1000.0,800.0
19/04/2025,50.7,Deshi,600.0,1000.0,800.0
20/04/2025,56.7,Deshi,600.0,1000.0,800.0
21/04/2025,39.6,Deshi,600.0,1000.0,800.0
22/04/2025,55.9,Deshi,800.0,1200.0,1000.0
23/04/2025,60.2,Deshi,400.0,1200.0,800.0
24/04/2025,45.5,Deshi,400.0,1200.0,800.0
25/04/2025,53.6,Deshi,400.0,1200.0,800.0
26/04/2025,62.6,Deshi,600.0,1200.0,900.0
28/04/2025,90.5,Deshi,600.0,1200.0,900.0
29/04/2025,69.5,Deshi,600.0,1200.0,900.0
30/04/2025,62.3,Deshi,600.0,1200.0,900.0
Market Name : Mahabubnagar(Rythu Bazar)
01/04/2025,3.28,Deshi,1400.0,1800.0,1600.0
02/04/2025,2.85,Deshi,1400.0,1800.0,1600.0
07/04/2025,3.43,Deshi,1400.0,1800.0,1600.0
08/04/2025,2.78,Deshi,1800.0,2200.0,2000.0
09/04/2025,2.49,Deshi,1800.0,2200.0,2000.0
10/04/2025,2.74,Deshi,1800.0,2200.0,2000.0
17/04/2025,3.15,Deshi,1800.0,2200.0,2000.0
18/04/2025,2.83,Deshi,1800.0,2200.0,2000.0
19/04/2025,2.38,Deshi,1800.0,2200.0,2000.0
21/04/2025,3.15,Deshi,1800.0,2200.0,2000.0
22/04/2025,2.78,Deshi,1800.0,2200.0,2000.0
23/04/2025,3.12,Deshi,1800.0,2200.0,2000.0
25/04/2025,2.63,Deshi,1800.0,2200.0,2000.0
26/04/2025,2.43,Deshi,1800.0,2200.0,2000.0
28/04/2025,3.18,Deshi,1400.0,1800.0,1600.0
29/04/2025,3.18,Deshi,1400.0,1800.0,1600.0
30/04/2025,2.35,Deshi,1800.0,2200.0,2000.0
Market Name : Mahboob Manison APMC
01/04/2025,23.6,Deshi,800.0,1000.0,900.0
02/04/2025,24.7,Deshi,600.0,1000.0,800.0
03/04/2025,29.2,Deshi,400.0,800.0,600.0
04/04/2025,33.5,Deshi,400.0,800.0,600.0
05/04/2025,29.2,Deshi,400.0,800.0,600.0
06/04/2025,28.5,Deshi,600.0,800.0,700.0
07/04/2025,20.7,Deshi,600.0,1000.0,800.0
08/04/2025,20.0,Deshi,800.0,1200.0,1000.0
09/04/2025,24.0,Deshi,800.0,1200.0,1000.0
10/04/2025,23.7,Deshi,800.0,1200.0,1000.0
11/04/2025,20.5,Deshi,800.0,1200.0,1000.0
12/04/2025,25.0,Deshi,800.0,1200.0,1000.0
14/04/2025,26.5,Deshi,800.0,1200.0,1000.0
15/04/2025,22.2,Deshi,800.0,1200.0,1000.0
16/04/2025,23.5,Deshi,800.0,1200.0,1000.0
17/04/2025,24.6,Deshi,600.0,800.0,700.0
18/04/2025,18.7,Deshi,600.0,800.0,700.0
19/04/2025,25.0,Deshi,600.0,800.0,700.0
20/04/2025,24.7,Deshi,600.0,800.0,700.0
21/04/2025,26.2,Deshi,600.0,800.0,700.0
22/04/2025,22.7,Deshi,800.0,1200.0,1000.0
23/04/2025,25.2,Deshi,800.0,1200.0,1000.0
24/04/2025,22.5,Deshi,800.0,1000.0,900.0
25/04/2025,26.0,Deshi,600.0,800.0,700.0
26/04/2025,24.5,Deshi,800.0,1200.0,1000.0
29/04/2025,22.5,Deshi,600.0,1000.0,800.0
30/04/2025,28.3,Deshi,600.0,1200.0,800.0
"Market Name : Pavilion Ground,Khammam,RBZ"
04/04/2025,0.54,Deshi,1000.0,4700.0,2900.0
05/04/2025,0.44,Deshi,1000.0,3900.0,2400.0
06/04/2025,0.54,Deshi,1000.0,3600.0,2300.0
07/04/2025,0.33,Deshi,2300.0,4000.0,3900.0
08/04/2025,0.9,Deshi,1200.0,1800.0,1600.0
09/04/2025,0.29,Deshi,1000.0,2000.0,1600.0
14/04/2025,0.16,Deshi,1000.0,3000.0,1500.0
15/04/2025,0.77,Deshi,1000.0,3000.0,1600.0
17/04/2025,9.75,Deshi,1200.0,3400.0,2900.0
18/04/2025,1.26,Deshi,1000.0,3000.0,2000.0
19/04/2025,0.67,Deshi,1200.0,3800.0,1400.0
20/04/2025,0.78,Deshi,1200.0,2200.0,1699.0
21/04/2025,0.33,Deshi,2100.0,2800.0,2200.0
23/04/2025,7.85,Deshi,1000.0,2000.0,1400.0
24/04/2025,9.86,Deshi,1000.0,2100.0,1500.0
25/04/2025,0.98,Deshi,1000.0,3200.0,1500.0
26/04/2025,0.56,Deshi,1000.0,2500.0,1500.0
27/04/2025,0.87,Deshi,1000.0,2000.0,1900.0
28/04/2025,0.23,Deshi,1000.0,1400.0,1200.0
Market Name : RYTHU BAZAR ERRAGADDA
05/04/2025,13.3,Deshi,1100.0,1100.0,1100.0
16/04/2025,13.9,Deshi,1500.0,1500.0,1500.0
23/04/2025,9.9,Deshi,1500.0,1500.0,1500.0
26/04/2025,15.2,Deshi,1500.0,1500.0,1500.0
Market Name : RYTHU BAZAR MEHDIPATNAM
02/04/2025,7.1,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
03/04/2025,6.7,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
04/04/2025,9.8,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
05/04/2025,8.5,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
06/04/2025,9.2,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
07/04/2025,10.7,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
09/04/2025,8.9,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
10/04/2025,7.5,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
12/04/2025,10.1,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
13/04/2025,9.6,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
14/04/2025,9.7,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
16/04/2025,8.1,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
17/04/2025,6.4,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
18/04/2025,7.6,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
19/04/2025,7.7,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
20/04/2025,9.7,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
21/04/2025,7.8,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
23/04/2025,9.6,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
24/04/2025,5.9,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
25/04/2025,6.0,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
26/04/2025,5.5,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
27/04/2025,7.0,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
28/04/2025,11.6,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
30/04/2025,7.7,Deshi,1500.0,1500.0,1500.0
,,Deshi,1500.0,1500.0,1500.0
"Market Name : Sattupalli (Ramalayam),RBZ"
04/04/2025,0.46,Tomato,1900.0,2900.0,2390.0
05/04/2025,0.23,Tomato,1000.0,3300.0,2300.0
06/04/2025,0.35,Tomato,1200.0,4300.0,1800.0
07/04/2025,0.45,Tomato,1000.0,3200.0,1700.0
08/04/2025,0.29,Tomato,1000.0,1900.0,1600.0
09/04/2025,0.19,Tomato,1000.0,1700.0,1500.0
14/04/2025,0.45,Tomato,1000.0,2300.0,1700.0
15/04/2025,0.76,Tomato,1000.0,3500.0,2800.0
17/04/2025,2.0,Tomato,1000.0,3500.0,2000.0
18/04/2025,2.37,Tomato,1000.0,3000.0,1800.0
19/04/2025,0.56,Tomato,1200.0,3000.0,1500.0
20/04/2025,2.14,Tomato,1200.0,2200.0,1700.0
21/04/2025,0.78,Tomato,2100.0,2800.0,2200.0
23/04/2025,0.42,Tomato,1000.0,2300.0,1700.0
24/04/2025,0.12,Tomato,1000.0,1620.0,1530.0
25/04/2025,0.33,Tomato,1000.0,1800.0,1200.0
26/04/2025,0.34,Tomato,1100.0,1800.0,1200.0
27/04/2025,0.95,Tomato,1000.0,2500.0,1500.0
28/04/2025,0.98,Tomato,1000.0,1920.0,1520.0
Market Name : Shadnagar APMC
02/04/2025,3.5,Deshi,1000.0,1500.0,1200.0
03/04/2025,3.5,Deshi,1000.0,1500.0,1200.0
04/04/2025,2.5,Deshi,800.0,1500.0,1000.0
05/04/2025,2.5,Deshi,500.0,1000.0,800.0
06/04/2025,2.5,Deshi,500.0,800.0,600.0
07/04/2025,3.5,Deshi,600.0,1200.0,800.0
08/04/2025,3.5,Deshi,500.0,1000.0,600.0
09/04/2025,3.5,Deshi,600.0,1000.0,800.0
10/04/2025,3.5,Deshi,500.0,800.0,600.0
11/04/2025,2.5,Deshi,500.0,800.0,600.0
12/04/2025,3.5,Deshi,500.0,1000.0,800.0
15/04/2025,5.5,Deshi,500.0,800.0,600.0
16/04/2025,2.5,Deshi,500.0,800.0,600.0
17/04/2025,2.5,Deshi,500.0,1000.0,800.0
18/04/2025,3.5,Deshi,500.0,1000.0,800.0
19/04/2025,3.5,Deshi,500.0,800.0,600.0
20/04/2025,2.5,Deshi,500.0,800.0,600.0
21/04/2025,3.5,Deshi,500.0,1000.0,800.0
22/04/2025,2.5,Deshi,400.0,800.0,500.0
23/04/2025,4.5,Deshi,500.0,1200.0,800.0
24/04/2025,2.9,Deshi,500.0,800.0,600.0
25/04/2025,3.5,Deshi,500.0,800.0,600.0
26/04/2025,3.5,Deshi,500.0,800.0,600.0
27/04/2025,3.5,Deshi,500.0,800.0,600.0
28/04/2025,2.5,Deshi,500.0,900.0,800.0
29/04/2025,2.5,Deshi,500.0,800.0,600.0
30/04/2025,3.5,Deshi,500.0,800.0,600.0
Market Name : Shankarapally APMC
15/04/2025,2.16,Deshi,750.0,1100.0,925.0
22/04/2025,1.6,Deshi,750.0,1100.0,925.0
Market Name : Vantamamidi APMC
01/04/2025,0.9,Local,1000.0,1500.0,1250.0
04/04/2025,1.4,Local,450.0,450.0,450.0
07/04/2025,0.7,Local,900.0,900.0,900.0
08/04/2025,0.6,Local,600.0,600.0,600.0
09/04/2025,0.8,Local,900.0,900.0,900.0
10/04/2025,0.7,Local,1000.0,1000.0,1000.0
12/04/2025,0.8,Local,900.0,900.0,900.0
13/04/2025,2.6,Local,1000.0,1000.0,1000.0
15/04/2025,0.4,Local,1000.0,1000.0,1000.0
16/04/2025,1.1,Local,1000.0,1000.0,1000.0
17/04/2025,0.6,Local,1000.0,1000.0,1000.0
18/04/2025,0.4,Local,800.0,1000.0,900.0
19/04/2025,0.3,Local,1100.0,1100.0,1100.0
21/04/2025,0.4,Local,1000.0,1000.0,1000.0
25/04/2025,0.3,Local,800.0,800.0,800.0
27/04/2025,1.4,Local,800.0,1300.0,1050.0
28/04/2025,0.6,Local,1100.0,1100.0,1100.0
29/04/2025,0.4,Local,1000.0,1000.0,1000.0
Market Name : Venkateswarnagar APMC
01/04/2025,4.9,Local,500.0,700.0,600.0
02/04/2025,4.9,Local,500.0,800.0,600.0
04/04/2025,5.5,Local,500.0,700.0,600.0
05/04/2025,6.1,Local,500.0,700.0,600.0
06/04/2025,5.6,Local,500.0,700.0,600.0
08/04/2025,6.5,Local,600.0,800.0,700.0
09/04/2025,5.2,Local,500.0,700.0,600.0
10/04/2025,6.1,Local,500.0,700.0,600.0
11/04/2025,5.4,Local,600.0,800.0,700.0
12/04/2025,4.9,Local,600.0,800.0,700.0
15/04/2025,5.4,Local,600.0,800.0,700.0
16/04/2025,5.4,Local,600.0,800.0,700.0
17/04/2025,5.1,Local,800.0,800.0,800.0
18/04/2025,5.5,Local,600.0,800.0,700.0
19/04/2025,4.1,Local,500.0,700.0,600.0
20/04/2025,5.8,Local,600.0,800.0,700.0
24/04/2025,3.4,Local,600.0,800.0,700.0
25/04/2025,3.5,Local,800.0,1000.0,900.0
26/04/2025,4.4,Local,800.0,1000.0,900.0
27/04/2025,4.4,Local,800.0,1000.0,900.0
29/04/2025,6.0,Local,600.0,1000.0,800.0
30/04/2025,5.5,Local,500.0,500.0,500.0
Market Name : Warangal APMC
01/04/2025,10.0,Tomato,800.0,1000.0,900.0
02/04/2025,10.0,Tomato,800.0,1000.0,900.0
03/04/2025,13.4,Tomato,600.0,800.0,700.0
04/04/2025,11.4,Tomato,600.0,800.0,700.0
05/04/2025,17.0,Tomato,800.0,1000.0,900.0
06/04/2025,15.0,Tomato,600.0,800.0,700.0
07/04/2025,5.4,Tomato,1000.0,1500.0,1250.0
08/04/2025,19.0,Tomato,800.0,1000.0,900.0
09/04/2025,18.0,Tomato,1000.0,1200.0,1100.0
10/04/2025,22.0,Tomato,800.0,1000.0,900.0
11/04/2025,23.0,Tomato,1000.0,1400.0,1200.0
12/04/2025,22.0,Tomato,1000.0,1200.0,1100.0
13/04/2025,18.0,Tomato,1000.0,1400.0,1200.0
14/04/2025,16.0,Tomato,800.0,1000.0,900.0
15/04/2025,22.0,Tomato,800.0,1000.0,900.0
16/04/2025,26.0,Tomato,800.0,1000.0,900.0
17/04/2025,12.0,Tomato,800.0,1000.0,900.0
18/04/2025,26.0,Tomato,800.0,1000.0,900.0
19/04/2025,20.0,Tomato,800.0,1000.0,900.0
20/04/2025,24.0,Tomato,800.0,1000.0,900.0
21/04/2025,18.0,Tomato,1000.0,1200.0,1100.0
22/04/2025,30.0,Tomato,800.0,1000.0,900.0
23/04/2025,24.0,Tomato,800.0,1000.0,900.0
24/04/2025,18.0,Tomato,800.0,1000.0,900.0
25/04/2025,32.0,Tomato,800.0,1000.0,900.0
26/04/2025,24.0,Tomato,1000.0,1400.0,1200.0
27/04/2025,30.0,Tomato,800.0,1000.0,900.0
28/04/2025,18.0,Tomato,1000.0,1200.0,1100.0
29/04/2025,24.0,Tomato,800.0,1000.0,900.0
30/04/2025,26.0,Tomato,800.0,1000.0,900.0
