"Date Wise Prices for Specified Commodity on March, 2025 for Commodity : Tomato, State/UT : Telangana"
"Commodity : Tomato, State/UT : Telangana"

Arrival Date,Arrivals (Metric Tonnes),Variety,Minimum Price (Rs./Quintal),Maximum Price (Rs./Quintal),Modal Price (Rs./Quintal)
28/03/2025,5.8,Deshi,1000.0,1000.0,1000.0
29/03/2025,5.6,Deshi,1000.0,1000.0,1000.0
30/03/2025,8.5,Deshi,1000.0,1000.0,1000.0
31/03/2025,8.0,Deshi,1000.0,1000.0,1000.0
Market Name : Gudimalkapur APMC
01/03/2025,270.4,Deshi,300.0,1000.0,600.0
02/03/2025,273.3,Deshi,400.0,1200.0,700.0
03/03/2025,256.8,Deshi,400.0,1000.0,700.0
04/03/2025,288.1,Deshi,400.0,1200.0,600.0
05/03/2025,311.5,Deshi,400.0,1000.0,600.0
06/03/2025,202.3,Deshi,200.0,1000.0,600.0
07/03/2025,190.8,Deshi,400.0,1000.0,600.0
08/03/2025,217.5,Deshi,400.0,1000.0,600.0
09/03/2025,222.9,Deshi,400.0,1000.0,600.0
10/03/2025,251.1,Deshi,400.0,1000.0,600.0
11/03/2025,219.2,Deshi,400.0,1000.0,700.0
12/03/2025,264.4,Deshi,400.0,1000.0,600.0
13/03/2025,247.6,Deshi,200.0,800.0,400.0
14/03/2025,247.6,Deshi,200.0,800.0,400.0
15/03/2025,174.4,Deshi,400.0,1000.0,600.0
16/03/2025,239.5,Deshi,200.0,800.0,500.0
17/03/2025,229.2,Deshi,300.0,800.0,500.0
18/03/2025,316.8,Deshi,300.0,800.0,500.0
19/03/2025,316.8,Deshi,300.0,800.0,500.0
20/03/2025,211.0,Deshi,1000.0,2000.0,1600.0
21/03/2025,206.9,Deshi,300.0,800.0,500.0
22/03/2025,183.6,Deshi,400.0,1000.0,600.0
23/03/2025,224.9,Deshi,400.0,1000.0,600.0
24/03/2025,233.3,Deshi,300.0,1000.0,600.0
25/03/2025,237.6,Deshi,300.0,800.0,500.0
26/03/2025,231.0,Deshi,200.0,800.0,500.0
27/03/2025,270.7,Deshi,400.0,800.0,600.0
28/03/2025,156.6,Deshi,200.0,800.0,400.0
29/03/2025,177.5,Deshi,400.0,800.0,600.0
31/03/2025,33.0,Deshi,800.0,1600.0,1200.0
Market Name : Ibrahimpatnam APMC
01/03/2025,5.0,Deshi,600.0,1200.0,1000.0
02/03/2025,5.0,Deshi,700.0,1400.0,1000.0
03/03/2025,5.0,Deshi,800.0,1500.0,1000.0
04/03/2025,5.0,Deshi,600.0,1200.0,800.0
05/03/2025,5.0,Deshi,600.0,1200.0,800.0
06/03/2025,5.0,Deshi,600.0,1500.0,1000.0
07/03/2025,5.0,Deshi,800.0,1400.0,1200.0
08/03/2025,5.0,Deshi,500.0,1500.0,1000.0
09/03/2025,5.0,Deshi,700.0,1400.0,1000.0
10/03/2025,5.0,Deshi,800.0,1600.0,1200.0
11/03/2025,5.0,Deshi,1000.0,1500.0,1200.0
12/03/2025,5.0,Deshi,600.0,1600.0,1000.0
13/03/2025,4.0,Deshi,600.0,1200.0,1000.0
14/03/2025,4.0,Deshi,400.0,1000.0,700.0
15/03/2025,4.0,Deshi,600.0,1200.0,800.0
16/03/2025,4.0,Deshi,500.0,1500.0,1000.0
17/03/2025,4.0,Deshi,500.0,1500.0,1000.0
18/03/2025,4.0,Deshi,600.0,1500.0,1000.0
19/03/2025,4.0,Deshi,800.0,1600.0,1200.0
20/03/2025,4.0,Deshi,600.0,1000.0,800.0
21/03/2025,4.0,Deshi,600.0,1000.0,800.0
22/03/2025,4.0,Deshi,500.0,1000.0,800.0
23/03/2025,4.0,Deshi,400.0,1000.0,700.0
24/03/2025,5.0,Deshi,400.0,1000.0,600.0
25/03/2025,4.0,Deshi,400.0,1000.0,700.0
26/03/2025,5.0,Deshi,400.0,1000.0,600.0
27/03/2025,5.0,Deshi,400.0,1000.0,600.0
Market Name : Kalwakurthy APMC
01/03/2025,3.0,Local,400.0,600.0,500.0
02/03/2025,5.2,Local,300.0,800.0,550.0
03/03/2025,3.0,Local,400.0,1000.0,700.0
04/03/2025,4.0,Local,300.0,700.0,500.0
05/03/2025,2.7,Local,300.0,600.0,450.0
06/03/2025,5.4,Local,200.0,600.0,400.0
07/03/2025,3.6,Local,300.0,600.0,450.0
08/03/2025,3.1,Local,300.0,600.0,450.0
09/03/2025,7.0,Local,200.0,600.0,400.0
10/03/2025,2.0,Local,300.0,600.0,450.0
11/03/2025,3.0,Local,500.0,800.0,650.0
12/03/2025,5.1,Local,350.0,600.0,475.0
13/03/2025,4.2,Local,200.0,600.0,400.0
15/03/2025,3.9,Local,200.0,600.0,400.0
16/03/2025,4.6,Local,200.0,600.0,400.0
17/03/2025,4.0,Local,200.0,500.0,350.0
18/03/2025,2.3,Local,250.0,600.0,425.0
19/03/2025,2.4,Local,100.0,600.0,350.0
20/03/2025,4.3,Local,200.0,600.0,400.0
21/03/2025,2.6,Local,200.0,600.0,400.0
22/03/2025,2.8,Local,400.0,600.0,500.0
23/03/2025,3.5,Local,400.0,600.0,500.0
24/03/2025,3.4,Local,200.0,600.0,400.0
26/03/2025,3.3,Local,200.0,600.0,400.0
27/03/2025,3.8,Local,150.0,600.0,375.0
28/03/2025,4.0,Local,100.0,500.0,300.0
29/03/2025,2.7,Local,200.0,400.0,300.0
30/03/2025,1.4,Local,300.0,800.0,550.0
Market Name : Khammam APMC
01/03/2025,210.0,Local,700.0,1000.0,700.0
02/03/2025,150.0,Local,600.0,900.0,600.0
10/03/2025,250.0,Local,800.0,1100.0,800.0
14/03/2025,220.0,Local,700.0,1000.0,700.0
15/03/2025,230.0,Local,800.0,1200.0,800.0
17/03/2025,260.0,Local,900.0,1200.0,900.0
18/03/2025,240.0,Local,800.0,1200.0,800.0
19/03/2025,260.0,Local,700.0,1000.0,700.0
20/03/2025,250.0,Local,700.0,1000.0,700.0
22/03/2025,260.0,Local,700.0,1000.0,700.0
24/03/2025,250.0,Local,800.0,1200.0,800.0
Market Name : Kukatpally Rythu Bazar APMC
01/03/2025,12.2,Deshi,1300.0,1300.0,1300.0
03/03/2025,10.3,Deshi,1300.0,1300.0,1300.0
04/03/2025,9.8,Deshi,1300.0,1300.0,1300.0
07/03/2025,13.6,Deshi,1300.0,1300.0,1300.0
10/03/2025,13.8,Deshi,1300.0,1300.0,1300.0
11/03/2025,11.6,Deshi,1300.0,1300.0,1300.0
13/03/2025,13.6,Deshi,1100.0,1100.0,1100.0
14/03/2025,12.5,Deshi,1100.0,1100.0,1100.0
17/03/2025,13.0,Deshi,1100.0,1100.0,1100.0
18/03/2025,13.9,Deshi,1100.0,1100.0,1100.0
21/03/2025,15.2,Deshi,1100.0,1100.0,1100.0
24/03/2025,13.4,Deshi,1100.0,1100.0,1100.0
28/03/2025,14.9,Deshi,1100.0,1100.0,1100.0
29/03/2025,15.9,Deshi,1100.0,1100.0,1100.0
31/03/2025,12.5,Deshi,1700.0,1700.0,1700.0
Market Name : L B Nagar APMC
01/03/2025,63.0,Deshi,400.0,800.0,600.0
02/03/2025,57.8,Deshi,400.0,800.0,600.0
03/03/2025,43.0,Deshi,400.0,800.0,600.0
04/03/2025,47.2,Deshi,400.0,800.0,600.0
05/03/2025,57.5,Deshi,400.0,800.0,600.0
06/03/2025,46.0,Deshi,400.0,800.0,600.0
07/03/2025,50.0,Deshi,400.0,800.0,600.0
08/03/2025,57.2,Deshi,400.0,800.0,600.0
09/03/2025,51.5,Deshi,400.0,800.0,600.0
10/03/2025,35.5,Deshi,400.0,1000.0,700.0
11/03/2025,48.2,Deshi,400.0,1000.0,700.0
12/03/2025,61.6,Deshi,400.0,1000.0,700.0
13/03/2025,59.0,Deshi,400.0,800.0,600.0
14/03/2025,31.2,Deshi,400.0,800.0,600.0
15/03/2025,48.4,Deshi,400.0,800.0,600.0
16/03/2025,56.0,Deshi,400.0,800.0,600.0
17/03/2025,54.1,Deshi,400.0,800.0,600.0
18/03/2025,45.5,Deshi,400.0,800.0,600.0
19/03/2025,56.4,Deshi,400.0,800.0,600.0
20/03/2025,50.5,Deshi,400.0,800.0,600.0
21/03/2025,51.3,Deshi,400.0,800.0,600.0
22/03/2025,61.0,Deshi,400.0,800.0,600.0
23/03/2025,58.1,Deshi,400.0,800.0,600.0
24/03/2025,61.1,Deshi,300.0,400.0,350.0
25/03/2025,67.8,Deshi,300.0,400.0,350.0
26/03/2025,53.3,Deshi,300.0,400.0,350.0
27/03/2025,49.0,Deshi,200.0,300.0,250.0
28/03/2025,53.1,Deshi,200.0,300.0,250.0
29/03/2025,60.1,Deshi,300.0,500.0,400.0
31/03/2025,21.2,Deshi,400.0,800.0,600.0
Market Name : Mahabubnagar(Rythu Bazar)
01/03/2025,3.14,Deshi,1200.0,1600.0,1400.0
03/03/2025,3.18,Deshi,1800.0,2200.0,2000.0
08/03/2025,2.36,Deshi,1800.0,2200.0,2000.0
10/03/2025,3.18,Deshi,1800.0,2200.0,2000.0
12/03/2025,2.95,Deshi,1800.0,2200.0,2000.0
13/03/2025,2.75,Deshi,1800.0,2200.0,2000.0
15/03/2025,3.18,Deshi,1800.0,2200.0,2000.0
17/03/2025,2.84,Deshi,1800.0,2200.0,2000.0
18/03/2025,2.67,Deshi,1800.0,2200.0,2000.0
19/03/2025,3.27,Deshi,1400.0,1800.0,1600.0
21/03/2025,3.05,Deshi,1000.0,1400.0,1200.0
22/03/2025,3.25,Deshi,1000.0,1400.0,1200.0
25/03/2025,3.43,Deshi,800.0,1200.0,1000.0
26/03/2025,3.35,Deshi,800.0,1200.0,1000.0
27/03/2025,3.15,Deshi,1000.0,1400.0,1200.0
Market Name : Mahboob Manison APMC
01/03/2025,26.5,Deshi,600.0,1000.0,800.0
02/03/2025,29.2,Deshi,600.0,800.0,700.0
04/03/2025,22.5,Deshi,800.0,1200.0,1000.0
05/03/2025,28.7,Deshi,800.0,1200.0,1000.0
06/03/2025,31.2,Deshi,600.0,1000.0,800.0
07/03/2025,28.7,Deshi,600.0,800.0,700.0
08/03/2025,31.7,Deshi,400.0,800.0,600.0
09/03/2025,27.5,Deshi,600.0,1000.0,800.0
10/03/2025,25.0,Deshi,600.0,1000.0,800.0
11/03/2025,23.7,Deshi,800.0,1000.0,900.0
12/03/2025,29.7,Deshi,600.0,1000.0,800.0
13/03/2025,29.5,Deshi,600.0,1000.0,800.0
14/03/2025,29.5,Deshi,800.0,1000.0,900.0
15/03/2025,27.0,Deshi,600.0,1000.0,800.0
16/03/2025,28.2,Deshi,600.0,800.0,700.0
17/03/2025,20.0,Deshi,600.0,800.0,700.0
18/03/2025,26.3,Deshi,600.0,1000.0,800.0
19/03/2025,25.2,Deshi,600.0,1000.0,800.0
20/03/2025,33.0,Deshi,600.0,800.0,700.0
21/03/2025,32.0,Deshi,400.0,800.0,600.0
22/03/2025,27.5,Deshi,600.0,800.0,700.0
23/03/2025,34.0,Deshi,400.0,600.0,500.0
24/03/2025,26.7,Deshi,600.0,800.0,700.0
25/03/2025,25.7,Deshi,600.0,800.0,700.0
26/03/2025,31.2,Deshi,400.0,800.0,600.0
27/03/2025,29.0,Deshi,600.0,800.0,700.0
28/03/2025,25.0,Deshi,400.0,800.0,600.0
31/03/2025,20.5,Deshi,600.0,1000.0,800.0
"Market Name : Pavilion Ground,Khammam,RBZ"
04/03/2025,0.36,Deshi,1500.0,4000.0,1600.0
05/03/2025,0.12,Deshi,1000.0,4500.0,4000.0
07/03/2025,0.44,Deshi,1500.0,4400.0,2400.0
08/03/2025,0.89,Deshi,1500.0,4000.0,1900.0
09/03/2025,0.54,Deshi,1400.0,6000.0,1900.0
10/03/2025,0.35,Deshi,1950.0,2000.0,1970.0
17/03/2025,2.2,Deshi,2000.0,5000.0,4000.0
18/03/2025,0.98,Deshi,2100.0,6600.0,4400.0
19/03/2025,0.24,Deshi,1300.0,3000.0,2500.0
20/03/2025,0.54,Deshi,2000.0,5000.0,4000.0
22/03/2025,0.36,Deshi,1100.0,3000.0,2100.0
23/03/2025,0.85,Deshi,1000.0,3000.0,2200.0
24/03/2025,0.65,Deshi,1000.0,3500.0,1500.0
25/03/2025,0.36,Deshi,1100.0,4000.0,1200.0
26/03/2025,0.9,Deshi,1200.0,2000.0,1500.0
Market Name : RYTHU BAZAR ERRAGADDA
08/03/2025,14.8,Deshi,1300.0,1300.0,1300.0
09/03/2025,15.9,Deshi,1300.0,1300.0,1300.0
10/03/2025,13.3,Deshi,1300.0,1300.0,1300.0
13/03/2025,9.4,Deshi,1100.0,1100.0,1100.0
17/03/2025,13.8,Deshi,1100.0,1100.0,1100.0
22/03/2025,14.6,Deshi,1100.0,1100.0,1100.0
Market Name : RYTHU BAZAR MEHDIPATNAM
01/03/2025,9.1,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
02/03/2025,8.3,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
03/03/2025,8.2,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
05/03/2025,5.7,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
06/03/2025,8.2,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
07/03/2025,8.8,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
08/03/2025,6.2,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
09/03/2025,5.0,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
10/03/2025,7.5,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
12/03/2025,4.9,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
15/03/2025,5.1,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
16/03/2025,6.1,Deshi,1300.0,1300.0,1300.0
,,Deshi,1300.0,1300.0,1300.0
17/03/2025,6.5,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
19/03/2025,7.0,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
20/03/2025,11.4,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
21/03/2025,7.1,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
22/03/2025,6.8,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
23/03/2025,8.3,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
24/03/2025,8.1,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
26/03/2025,4.9,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
27/03/2025,8.2,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
28/03/2025,8.4,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
29/03/2025,6.4,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
30/03/2025,8.4,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
31/03/2025,7.3,Deshi,1100.0,1100.0,1100.0
,,Deshi,1100.0,1100.0,1100.0
"Market Name : Sattupalli (Ramalayam),RBZ"
04/03/2025,0.65,Tomato,1500.0,4600.0,1800.0
05/03/2025,0.21,Tomato,1000.0,4000.0,1500.0
07/03/2025,0.12,Tomato,1000.0,3000.0,2000.0
08/03/2025,0.23,Tomato,2001.0,3004.0,3002.0
09/03/2025,0.54,Tomato,1003.0,3001.0,2002.0
10/03/2025,0.19,Tomato,1200.0,3400.0,2300.0
17/03/2025,0.22,Tomato,2000.0,4400.0,3200.0
18/03/2025,0.36,Tomato,2000.0,6000.0,4000.0
19/03/2025,0.65,Tomato,1600.0,3800.0,2500.0
20/03/2025,0.65,Tomato,1000.0,3400.0,2700.0
21/03/2025,0.95,Tomato,1000.0,1900.0,1520.0
22/03/2025,0.65,Tomato,1000.0,4000.0,2000.0
23/03/2025,0.54,Tomato,1000.0,2400.0,1900.0
24/03/2025,0.34,Tomato,1000.0,2100.0,1500.0
25/03/2025,0.37,Tomato,1200.0,4200.0,1700.0
26/03/2025,0.36,Tomato,1200.0,2500.0,1800.0
Market Name : Shadnagar APMC
02/03/2025,3.5,Deshi,800.0,1500.0,1000.0
03/03/2025,2.5,Deshi,800.0,1200.0,1000.0
04/03/2025,2.7,Deshi,800.0,1200.0,1000.0
05/03/2025,3.5,Deshi,500.0,800.0,600.0
06/03/2025,2.5,Deshi,500.0,1200.0,800.0
07/03/2025,2.5,Deshi,500.0,1200.0,600.0
08/03/2025,2.5,Deshi,600.0,1200.0,800.0
09/03/2025,2.5,Deshi,500.0,1200.0,800.0
10/03/2025,2.5,Deshi,500.0,1200.0,600.0
11/03/2025,2.5,Deshi,500.0,1000.0,800.0
12/03/2025,2.5,Deshi,600.0,1200.0,800.0
13/03/2025,2.5,Deshi,500.0,1200.0,600.0
14/03/2025,2.5,Deshi,500.0,1000.0,800.0
15/03/2025,2.5,Deshi,500.0,1200.0,800.0
18/03/2025,2.5,Deshi,600.0,1000.0,800.0
19/03/2025,2.5,Deshi,800.0,1200.0,1000.0
20/03/2025,1.5,Deshi,600.0,1200.0,800.0
21/03/2025,2.5,Deshi,800.0,1200.0,1000.0
22/03/2025,2.5,Deshi,600.0,1300.0,800.0
23/03/2025,3.5,Deshi,800.0,1500.0,1200.0
24/03/2025,2.5,Deshi,1000.0,1500.0,1200.0
25/03/2025,2.5,Deshi,800.0,1200.0,1000.0
26/03/2025,2.5,Deshi,800.0,1500.0,1200.0
27/03/2025,2.5,Deshi,1200.0,1500.0,1400.0
29/03/2025,2.5,Deshi,800.0,1500.0,1200.0
30/03/2025,2.5,Deshi,800.0,1200.0,1000.0
31/03/2025,2.5,Deshi,800.0,1200.0,1000.0
Market Name : Shankarapally APMC
01/03/2025,2.56,Deshi,650.0,1000.0,825.0
11/03/2025,1.92,Deshi,550.0,1100.0,825.0
20/03/2025,0.56,Deshi,600.0,750.0,675.0
Market Name : Vantamamidi APMC
01/03/2025,1.5,Local,500.0,500.0,500.0
02/03/2025,1.3,Local,500.0,500.0,500.0
03/03/2025,0.1,Local,500.0,500.0,500.0
06/03/2025,0.5,Local,500.0,500.0,500.0
07/03/2025,2.8,Local,500.0,500.0,500.0
08/03/2025,0.5,Local,500.0,500.0,500.0
09/03/2025,0.2,Local,500.0,1500.0,1000.0
10/03/2025,0.9,Local,500.0,500.0,500.0
12/03/2025,0.2,Local,500.0,500.0,500.0
13/03/2025,0.1,Local,1000.0,1000.0,1000.0
14/03/2025,0.4,Local,500.0,1000.0,750.0
15/03/2025,1.2,Local,500.0,1500.0,1000.0
16/03/2025,0.9,Local,1000.0,1500.0,1250.0
17/03/2025,2.1,Local,1200.0,1800.0,1500.0
18/03/2025,1.6,Local,1000.0,2000.0,1500.0
20/03/2025,0.9,Local,1000.0,2000.0,1500.0
21/03/2025,2.1,Local,500.0,1800.0,1150.0
22/03/2025,0.8,Local,500.0,1800.0,1150.0
23/03/2025,1.1,Local,500.0,1000.0,750.0
25/03/2025,1.0,Local,500.0,1500.0,1000.0
26/03/2025,2.0,Local,500.0,1500.0,1000.0
27/03/2025,1.9,Local,500.0,1500.0,1000.0
28/03/2025,1.9,Local,400.0,1200.0,800.0
30/03/2025,1.0,Local,500.0,1500.0,1000.0
31/03/2025,1.5,Local,1000.0,2000.0,1500.0
Market Name : Venkateswarnagar APMC
04/03/2025,4.9,Local,600.0,800.0,700.0
05/03/2025,5.2,Local,800.0,800.0,800.0
06/03/2025,4.7,Local,800.0,800.0,800.0
07/03/2025,3.9,Local,600.0,1000.0,800.0
08/03/2025,5.6,Local,500.0,800.0,600.0
09/03/2025,5.6,Local,500.0,1000.0,800.0
11/03/2025,4.8,Local,600.0,800.0,700.0
12/03/2025,5.7,Local,500.0,800.0,600.0
13/03/2025,4.9,Local,500.0,800.0,700.0
14/03/2025,5.7,Local,500.0,800.0,600.0
15/03/2025,5.8,Local,500.0,800.0,600.0
17/03/2025,6.6,Local,800.0,800.0,800.0
18/03/2025,4.9,Local,500.0,800.0,600.0
19/03/2025,5.0,Local,500.0,700.0,600.0
20/03/2025,5.2,Local,500.0,800.0,700.0
21/03/2025,5.5,Local,500.0,800.0,600.0
22/03/2025,5.4,Local,500.0,700.0,600.0
23/03/2025,6.3,Local,500.0,700.0,600.0
25/03/2025,5.3,Local,400.0,600.0,500.0
28/03/2025,5.9,Local,800.0,800.0,800.0
29/03/2025,4.6,Local,800.0,800.0,800.0
Market Name : Warangal APMC
01/03/2025,4.2,Tomato,800.0,1000.0,900.0
02/03/2025,3.6,Tomato,600.0,800.0,700.0
03/03/2025,2.5,Tomato,1000.0,1500.0,1250.0
04/03/2025,2.0,Tomato,800.0,1000.0,900.0
05/03/2025,2.0,Tomato,800.0,1000.0,900.0
06/03/2025,2.0,Tomato,800.0,1000.0,900.0
07/03/2025,1.0,Tomato,800.0,1000.0,900.0
08/03/2025,2.0,Tomato,800.0,1000.0,900.0
09/03/2025,4.0,Tomato,800.0,1000.0,900.0
10/03/2025,2.0,Tomato,800.0,1000.0,900.0
11/03/2025,2.0,Tomato,800.0,1000.0,900.0
12/03/2025,8.0,Tomato,800.0,1000.0,900.0
13/03/2025,7.5,Tomato,1000.0,1200.0,1100.0
15/03/2025,2.0,Tomato,800.0,1000.0,900.0
16/03/2025,2.0,Tomato,800.0,1000.0,900.0
17/03/2025,2.0,Tomato,800.0,1000.0,900.0
18/03/2025,13.0,Tomato,600.0,800.0,700.0
19/03/2025,6.0,Tomato,800.0,1000.0,900.0
20/03/2025,7.0,Tomato,800.0,1000.0,900.0
21/03/2025,10.0,Tomato,600.0,800.0,700.0
22/03/2025,8.0,Tomato,800.0,1000.0,900.0
23/03/2025,6.0,Tomato,800.0,1000.0,900.0
24/03/2025,10.0,Tomato,600.0,800.0,700.0
25/03/2025,15.0,Tomato,600.0,800.0,700.0
26/03/2025,4.0,Tomato,600.0,800.0,700.0
27/03/2025,10.0,Tomato,600.0,800.0,700.0
28/03/2025,7.0,Tomato,600.0,800.0,700.0
29/03/2025,2.0,Tomato,600.0,800.0,700.0
30/03/2025,14.0,Tomato,600.0,800.0,700.0
